Name,Property_Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Ashok Nagar Extension New Ashok NagarNew Delhi,9 BHK Independent House for sale in New Ashok Nagar New Delhi,1.2 Cr,Ashok Nagar Extension New Ashok NagarNew Delhi,2875,4170,4,Yes
DelhiOkhla Bird Sanctury OkhlaNew Delhi,5 BHK Flat for sale in Okhla New Delhi,2.6 Cr,DelhiOkhla Bird Sanctury OkhlaNew Delhi,2674,9720,4,Yes
Independent house Block F Mansarover GardenNew Delhi,3 BHK Flat for sale in Mansarover Garden New Delhi,2.0 Cr,Independent house Block F Mansarover GardenNew Delhi,2430,8230,4,Yes
Janakpuri New Delhi,3 BHK Flat for sale in Janakpuri New Delhi,2.0 Cr,Janakpuri New Delhi,1313,15230,3,Yes
Transport Centre AzadpurNew Delhi,10 BHK Independent House for sale in Azadpur New Delhi,3.5 Cr,Transport Centre AzadpurNew Delhi,1089,32140,3,Yes
Sector 3B Sector 3 RohiniNew Delhi,1 BHK Independent House for sale in Sector 3 Rohini New Delhi,75.0 L,Sector 3B Sector 3 RohiniNew Delhi,250,30000,1,No
Venus Apartments,3 BHK Flat for sale in Sector 25 Rohini New Delhi,2.4 Cr,Sector 25 Rohini New Delhi,1300,18460,3,Yes
Block D Dilshad GardenNew Delhi,9 BHK Independent House for sale in Dilshad Garden New Delhi,4.3 Cr,Block D Dilshad GardenNew Delhi,1800,23890,3,Yes
Mangalpuri I PalamNew Delhi,2 BHK Flat for sale in Palam New Delhi,30.0 L,Mangalpuri I PalamNew Delhi,450,6670,2,Yes
Mangalpuri I PalamNew Delhi,2 BHK Flat for sale in Palam New Delhi,30.0 L,Mangalpuri I PalamNew Delhi,450,6670,2,Yes
Mangalpuri I PalamNew Delhi,2 BHK Flat for sale in Palam New Delhi,30.0 L,Mangalpuri I PalamNew Delhi,450,6670,2,No
Narain Market Sadar BazaarNew Delhi,2 BHK Independent House for sale in Sadar Bazaar New Delhi,30.0 L,Narain Market Sadar BazaarNew Delhi,490,6120,2,Yes
Block D Dilshad GardenNew Delhi,4 BHK Villa for sale in Dilshad Garden New Delhi,26.0 Cr,Block D Dilshad GardenNew Delhi,9000,28890,6,Yes
Block G Sri NiwaspuriNew Delhi,2 BHK Flat for sale in Sri Niwaspuri New Delhi,75.0 L,Block G Sri NiwaspuriNew Delhi,720,10420,2,No
PRIVATE COLONYBlock D Dilshad GardenNew Delhi,1 BHK Flat for sale in Dilshad Garden New Delhi,34.0 L,PRIVATE COLONYBlock D Dilshad GardenNew Delhi,450,7550,2,Yes
Ganpati Apartment,2 BHK Flat for sale in Shahdara New Delhi,20.0 L,New Seelampur ShahdaraNew Delhi,1200,1670,3,Yes
Metro Apartment,2 BHK Flat for sale in Jahangirpuri New Delhi,80.0 L,Block A JahangirpuriNew Delhi,1181,6770,3,No
B Block SouBlock G South Extension IINew Delhi,2 BHK Flat for sale in South Extension II New Delhi,2.5 Cr,B Block SouBlock G South Extension IINew Delhi,1000,25000,3,No
Gharoli Dairy Farm Mayur Vihar Phase 3New Delhi,2 BHK Flat for sale in Mayur Vihar Phase 3 New Delhi,52.0 L,Gharoli Dairy Farm Mayur Vihar Phase 3New Delhi,800,6500,3,Yes
Ansal Sushant lokRampur New Delhi,2 BHK Villa for sale in Rampur New Delhi,1.53 Cr,Ansal Sushant lokRampur New Delhi,1800,8500,3,Yes
Ashok Nagar Extension New Ashok NagarNew Delhi,10 BHK Independent House for sale in New Ashok Nagar New Delhi,6.0 Cr,Ashok Nagar Extension New Ashok NagarNew Delhi,2656,22590,4,Yes
Maa Lakshmi Apartments RWA,3 BHK Flat for sale in Paschim Vihar New Delhi,80.0 L,IFCI Colony Paschim ViharNew Delhi,800,10000,3,No
DDA Pocket Sector 25 Rohini New Delhi,2 BHK Flat for sale in Sector 25 Rohini New Delhi,75.0 L,DDA Pocket Sector 25 Rohini New Delhi,450,16670,2,Yes
Chinar ApartmentsBatla House Jamia NagarNew Delhi,3 BHK Flat for sale in Jamia Nagar New Delhi,52.0 L,Chinar ApartmentsBatla House Jamia NagarNew Delhi,1300,4000,3,No
Old Delhi New Delhi,3 BHK Flat for sale in Old Delhi New Delhi,60.0 L,Old Delhi New Delhi,800,7500,1,No
C 5 Dda lig flat,2 BHK Flat for sale in Tri Nagar New Delhi,72.0 L,Lawrence Road Colony Tri NagarNew Delhi,750,9600,2,No
Chhattarpur Enclave Phase1 ChhattarpurNew Delhi,2 BHK Independent House for sale in Chhattarpur New Delhi,50.0 L,Chhattarpur Enclave Phase1 ChhattarpurNew Delhi,504,9920,2,Yes
Brij Puri New MustafabadNew Delhi,3 BHK Independent House for sale in New Mustafabad New Delhi,41.0 L,Brij Puri New MustafabadNew Delhi,450,9110,2,Yes
Classic Apartment,5 BHK Flat for sale in Sector 12 Dwarka New Delhi,6.0 Cr,Sector 12 Dwarka New Delhi,5500,10910,5,Yes
DDA Flats Sarita Vihar,3 BHK Flat for sale in Sarita Vihar New Delhi,2.2 Cr,Sarita Vihar New Delhi,1800,12220,3,Yes
Rajouri Garden Extension Rajouri GardenNew Delhi,9 BHK Independent House for sale in Rajouri Garden New Delhi,5.0 Cr,Rajouri Garden Extension Rajouri GardenNew Delhi,4545,11000,5,Yes
Uttam nagar west Uttam NagarNew Delhi,3 BHK Independent House for sale in Uttam Nagar New Delhi,25.5 L,Uttam nagar west Uttam NagarNew Delhi,360,7080,1,Yes
New Seelampur ShahdaraNew Delhi,3 BHK Flat for sale in Shahdara New Delhi,53.0 L,New Seelampur ShahdaraNew Delhi,1069,4960,3,Yes
West Patel Nagar Patel NagarNew Delhi,2 BHK Independent House for sale in Patel Nagar New Delhi,2.2 Cr,West Patel Nagar Patel NagarNew Delhi,1386,15870,3,Yes
Subzi Mandi New Delhi,4 BHK Independent House for sale in Subzi Mandi New Delhi,40.0 L,Subzi Mandi New Delhi,200,20000,1,No
VK Residency,2 BHK Flat for sale in Sector 25 Rohini New Delhi,40.0 L,Sector 25 Rohini New Delhi,963,4150,3,No
DDA LIG Apartment Pitampura,3 BHK Flat for sale in Pitampura New Delhi,90.0 L,Poorvi Pitampura PitampuraNew Delhi,1400,6430,3,No
Lotus Group Noida Homes 1,2 BHK Flat for sale in Rajouri Garden New Delhi,1.75 L,Rajouri Garden Extension Rajouri GardenNew Delhi,400,437000,2,Yes
Pandav nagar near gurudwara sahib Pandav Nagar New Delhi,3 BHK Flat for sale in Pandav Nagar New Delhi,70.0 L,Pandav nagar near gurudwara sahib Pandav Nagar New Delhi,900,7780,3,No
Pratap Vihar Kirari Suleman NagarNew Delhi,3 BHK Independent House for sale in Kirari Suleman Nagar New Delhi,20.0 L,Pratap Vihar Kirari Suleman NagarNew Delhi,700,2860,2,No
Kamal Pur BurariNew Delhi,3 BHK Flat for sale in Burari New Delhi,30.0 L,Kamal Pur BurariNew Delhi,855,3510,3,Yes
Jai Vihar BaprolaNew Delhi,6 BHK Independent House for sale in Baprola New Delhi,48.5 L,Jai Vihar BaprolaNew Delhi,1206,4020,3,Yes
Gautam Nagar New Delhi,6 BHK Independent House for sale in Gautam Nagar New Delhi,80.0 L,Gautam Nagar New Delhi,1440,5550,3,No
DDA Flats,3 BHK Flat for sale in Sidhartha Nagar New Delhi,1.3 Cr,Pocket B Sidhartha NagarNew Delhi,1200,10830,3,Yes
Qutub Vihar Phase 2 Qutub ViharNew Delhi,2 BHK Independent House for sale in Qutub Vihar New Delhi,25.0 L,Qutub Vihar Phase 2 Qutub ViharNew Delhi,450,5550,2,Yes
G JU Green Apartment,3 BHK Flat for sale in Pitampura New Delhi,1.3 Cr,Jal Board Colony PitampuraNew Delhi,1250,10400,3,Yes
Mahipalpur Extension MahipalpurNew Delhi,3 BHK Independent House for sale in Mahipalpur New Delhi,75.0 L,Mahipalpur Extension MahipalpurNew Delhi,1600,4690,3,Yes
Shastri Nagar New Delhi,4 BHK Independent House for sale in Shastri Nagar New Delhi,1.5 Cr,Shastri Nagar New Delhi,500,30000,2,No
Kotla Mubarakpur South Extension INew Delhi,2 BHK Flat for sale in South Extension I New Delhi,1.05 Cr,Kotla Mubarakpur South Extension INew Delhi,900,11670,3,No
Sonia Vihar New Delhi,3 BHK Independent House for sale in Sonia Vihar New Delhi,27.0 L,Sonia Vihar New Delhi,400,6750,2,Yes
Kalkaji dda flatsKalkaji New Delhi,2 BHK Flat for sale in Kalkaji New Delhi,50.0 L,Kalkaji dda flatsKalkaji New Delhi,900,5550,3,Yes
Geeta Apartments,2 BHK Flat for sale in Geeta Colony New Delhi,1.1 Cr,Block 17 Geeta ColonyNew Delhi,890,12360,3,No
Narela Mandi NarelaNew Delhi,6 BHK Independent House for sale in Narela New Delhi,3.5 Cr,Narela Mandi NarelaNew Delhi,2600,13460,4,Yes
Mohan Garden Razapur KhurdNew Delhi,3 BHK Independent House for sale in Razapur Khurd New Delhi,35.0 L,Mohan Garden Razapur KhurdNew Delhi,490,7140,2,Yes
Aya Nagar Phase 2 Aya NagarNew Delhi,1 BHK Flat for sale in Aya Nagar New Delhi,10.5 L,Aya Nagar Phase 2 Aya NagarNew Delhi,450,2330,2,Yes
Gautam Nagar New Delhi,6 BHK Independent House for sale in Gautam Nagar New Delhi,52.0 L,Gautam Nagar New Delhi,160,32500,1,No
New Seelampur ShahdaraNew Delhi,2 BHK Flat for sale in Shahdara New Delhi,25.0 L,New Seelampur ShahdaraNew Delhi,540,4630,2,No
Mehrauli New Delhi,8 BHK Independent House for sale in Mehrauli New Delhi,1.7 Cr,Mehrauli New Delhi,1700,10000,3,Yes
GV homesBhagwati Garden Dwarka MorNew Delhi,2 BHK Flat for sale in Dwarka Mor New Delhi,30.0 L,GV homesBhagwati Garden Dwarka MorNew Delhi,700,4290,2,Yes
Vishnu Garden New Delhi,10 BHK Independent House for sale in Vishnu Garden New Delhi,3.0 Cr,Vishnu Garden New Delhi,4500,6670,5,Yes
Lajpat Nagar III Lajpat NagarNew Delhi,2 BHK Independent House for sale in Lajpat Nagar New Delhi,1.6 Cr,Lajpat Nagar III Lajpat NagarNew Delhi,900,17780,3,No
Kailash ApartmentsBlock F PatparganjNew Delhi,3 BHK Flat for sale in Patparganj New Delhi,1.65 Cr,Kailash ApartmentsBlock F PatparganjNew Delhi,1500,11000,3,Yes
IP Extension PatparganjNew Delhi,3 BHK Flat for sale in Patparganj New Delhi,1.75 Cr,IP Extension PatparganjNew Delhi,1500,11670,3,Yes
No - BDGurunanak Pura JanakpuriNew Delhi,3 BHK Flat for sale in Janakpuri New Delhi,1.0 Cr,No - BDGurunanak Pura JanakpuriNew Delhi,900,11110,3,Yes
Razapur Khurd New Delhi,7 BHK Independent House for sale in Razapur Khurd New Delhi,75.0 L,Razapur Khurd New Delhi,1500,5000,3,Yes
RWA Jitar Nagar Block C,3 BHK Independent House for sale in Krishna Nagar New Delhi,2.1 Cr,Jitar Nagar Krishna NagarNew Delhi,960,21880,3,No
Block F PatparganjNew Delhi,3 BHK Flat for sale in Patparganj New Delhi,75.0 L,Block F PatparganjNew Delhi,1000,7500,3,No
Mahendru EnclavceDerawal Nagar Gujranwala TownNew Delhi,3 BHK Independent House for sale in Gujranwala Town New Delhi,3.5 Cr,Mahendru EnclavceDerawal Nagar Gujranwala TownNew Delhi,981,35680,3,No
 Himgiri EnclaveSant Nagar New Delhi,2 BHK Flat for sale in Sant Nagar New Delhi,17.0 L, Himgiri EnclaveSant Nagar New Delhi,450,3780,2,No
Islah apartmentJamia Nagar New Delhi,3 BHK Flat for sale in Jamia Nagar New Delhi,85.0 L,Islah apartmentJamia Nagar New Delhi,1035,8210,3,Yes
Angel Apartment Nai Basti MehrauliNew Delhi,1 BHK Flat for sale in Mehrauli New Delhi,14.5 L,Angel Apartment Nai Basti MehrauliNew Delhi,450,3220,2,No
Lajpat Nagar III Lajpat NagarNew Delhi,4 BHK Independent House for sale in Lajpat Nagar New Delhi,5.5 Cr,Lajpat Nagar III Lajpat NagarNew Delhi,1800,30550,3,Yes
Isbt Anand Vihar Anand ViharNew Delhi,2 BHK Flat for sale in Anand Vihar New Delhi,35.0 L,Isbt Anand Vihar Anand ViharNew Delhi,600,5830,2,Yes
earth buildtechNai Basti MehrauliNew Delhi,2 BHK Flat for sale in Mehrauli New Delhi,45.0 L,earth buildtechNai Basti MehrauliNew Delhi,810,5550,3,Yes
West Patel Nagar Patel NagarNew Delhi,2 BHK Independent House for sale in Patel Nagar New Delhi,17.0 L,West Patel Nagar Patel NagarNew Delhi,420,4050,2,No
Mayapuri Industrial Area Phase I MayapuriNew Delhi,6 BHK Independent House for sale in Mayapuri New Delhi,2.0 Cr,Mayapuri Industrial Area Phase I MayapuriNew Delhi,15000,1330,2,Yes
Panchvati ApartmentsBlock M VikaspuriNew Delhi,3 BHK Flat for sale in Vikaspuri New Delhi,1.2 Cr,Panchvati ApartmentsBlock M VikaspuriNew Delhi,1150,10430,3,No
Mangalpuri I PalamNew Delhi,1 BHK Independent House for sale in Palam New Delhi,48.0 L,Mangalpuri I PalamNew Delhi,400,12000,2,No
Ganesh Nagar II Ganesh NagarNew Delhi,2 BHK Flat for sale in Ganesh Nagar New Delhi,29.0 L,Ganesh Nagar II Ganesh NagarNew Delhi,400,7250,2,No
Bhagya Vihar Madanpur DabasNew Delhi,1 BHK Independent House for sale in Madanpur Dabas New Delhi,30.0 L,Bhagya Vihar Madanpur DabasNew Delhi,446,6730,2,Yes
DDA Flat AC BlockNew Sabzi Mandi AzadpurNew Delhi,4 BHK Flat for sale in Azadpur New Delhi,1.6 Cr,DDA Flat AC BlockNew Sabzi Mandi AzadpurNew Delhi,1420,11270,3,No
SheikhDDA Flats Malviya NagarNew Delhi,4 BHK Flat for sale in Malviya Nagar New Delhi,1.65 Cr,SheikhDDA Flats Malviya NagarNew Delhi,1440,11460,3,No
Rawta Jaffarpur KalanNew Delhi,1 BHK Independent House for sale in Jaffarpur Kalan New Delhi,16.0 L,Rawta Jaffarpur KalanNew Delhi,356,4490,1,Yes
fLATS BY DDALok Nayak Puram BakkarwalaNew Delhi,1 RK Flat for sale in Bakkarwala New Delhi,35.0 L,fLATS BY DDALok Nayak Puram BakkarwalaNew Delhi,500,7000,2,Yes
Samta enclave Sector 19 Dwarka New Delhi,3 BHK Independent House for sale in Sector 19 Dwarka New Delhi,34.0 L,Samta enclave Sector 19 Dwarka New Delhi,1000,3400,3,No
KanjhawalaKanjhawala Industrial Area Kanjhawala VillageNew Delhi,1 RK Independent House for sale in Kanjhawala Village New Delhi,4.5 L,KanjhawalaKanjhawala Industrial Area Kanjhawala VillageNew Delhi,180,2500,1,Yes
RWA Sangam Vihar Block B,4 BHK Independent House for sale in Sangam Vihar New Delhi,48.0 L,Devli Sangam ViharNew Delhi,1420,3380,3,No
RWA Dilshad Colony Block E Markets WA,2 BHK Flat for sale in Dilshad Garden New Delhi,52.0 L,Dilshad Colony New Simapuri Dilshad GardenNew Delhi,675,7700,2,Yes
Dilshad Colony Dilshad GardenNew Delhi,1 BHK Flat for sale in Dilshad Garden New Delhi,30.0 L,Dilshad Colony Dilshad GardenNew Delhi,450,6670,2,No
Keshav Puram Tri NagarNew Delhi,3 BHK Flat for sale in Tri Nagar New Delhi,80.0 L,Keshav Puram Tri NagarNew Delhi,770,10390,2,No
DDA Pracheen ApartmentA 2B Block Paschim ViharNew Delhi,1 BHK Flat for sale in Paschim Vihar New Delhi,50.0 L,DDA Pracheen ApartmentA 2B Block Paschim ViharNew Delhi,400,12500,2,Yes
 Parshavnath Apartment,2 BHK Flat for sale in Patparganj New Delhi,1.1 Cr,IP Extension PatparganjNew Delhi,1000,11000,3,No
Sector 4 MadangirNew Delhi,2 BHK Independent House for sale in Madangir New Delhi,78.0 L,Sector 4 MadangirNew Delhi,360,21670,1,Yes
Muskan ApartmentsDilshad Colony Dilshad GardenNew Delhi,1 BHK Flat for sale in Dilshad Garden New Delhi,24.5 L,Muskan ApartmentsDilshad Colony Dilshad GardenNew Delhi,450,5440,2,No
Dharampura NajafgarhNew Delhi,4 BHK Independent House for sale in Najafgarh New Delhi,70.0 L,Dharampura NajafgarhNew Delhi,1040,6730,3,No
West Shalimar Bagh Shalimar BaghNew Delhi,10 BHK Independent House for sale in Shalimar Bagh New Delhi,20.0 Cr,West Shalimar Bagh Shalimar BaghNew Delhi,2700,74070,4,Yes
Alok Kunj ApartmentSector 15C Sector 15 RohiniNew Delhi,2 BHK Flat for sale in Sector 15 Rohini New Delhi,65.0 L,Alok Kunj ApartmentSector 15C Sector 15 RohiniNew Delhi,450,14440,2,No
Aya Nagar Extension Aya NagarNew Delhi,2 BHK Independent House for sale in Aya Nagar New Delhi,32.0 L,Aya Nagar Extension Aya NagarNew Delhi,540,5920,2,Yes
Damodar Apartment,1 BHK Flat for sale in Sangam Vihar New Delhi,17.0 L,Devli Sangam ViharNew Delhi,450,3780,2,No
Konark Apartments,3 BHK Flat for sale in Kalkaji New Delhi,1.4 Cr,Kalkaji New Delhi,1225,11430,3,Yes
Vidya Vihar,3 BHK Flat for sale in Sector 9 Rohini New Delhi,1.09 Cr,Sector 9 Rohini New Delhi,950,11470,3,Yes
IP Extension PatparganjNew Delhi,3 BHK Flat for sale in Patparganj New Delhi,1.75 Cr,IP Extension PatparganjNew Delhi,1600,10940,3,No
Omkar Apartment,1 BHK Flat for sale in Mehrauli New Delhi,14.0 L,Gandhi Colony MehrauliNew Delhi,400,3500,2,No
Ganga Vihar GokalpurNew Delhi,2 BHK Independent House for sale in Gokalpur New Delhi,65.0 L,Ganga Vihar GokalpurNew Delhi,900,7220,3,No
Multani Dhanda PaharganjNew Delhi,2 BHK Flat for sale in Paharganj New Delhi,30.0 L,Multani Dhanda PaharganjNew Delhi,579,5180,2,No
Dayal Bagh Badarpur Village BadarpurNew Delhi,3 BHK Flat for sale in Badarpur New Delhi,35.0 L,Dayal Bagh Badarpur Village BadarpurNew Delhi,1350,2590,3,No
Narayan apartmentBadarpur Village BadarpurNew Delhi,1 BHK Flat for sale in Badarpur New Delhi,16.0 L,Narayan apartmentBadarpur Village BadarpurNew Delhi,500,3200,2,Yes
Block A Nizamuddin EastNew Delhi,3 BHK Flat for sale in Nizamuddin East New Delhi,5.5 Cr,Block A Nizamuddin EastNew Delhi,1485,37040,3,Yes
Azadpur Village RWA,2 BHK Independent House for sale in Azadpur New Delhi,45.0 L,Azadpur New Delhi,800,5630,6,No
Madhu Vihar New Delhi,4 BHK Independent House for sale in Madhu Vihar New Delhi,75.0 L,Madhu Vihar New Delhi,445,16850,2,No
Chand Nagar Vishnu GardenNew Delhi,1 BHK Flat for sale in Vishnu Garden New Delhi,32.0 L,Chand Nagar Vishnu GardenNew Delhi,450,7110,2,Yes
Planner N Maker Uttam Nagar Residency,6 BHK Independent House for sale in Uttam Nagar New Delhi,45.0 L,Uttam nagar west Uttam NagarNew Delhi,625,7200,2,No
Mohan Garden Razapur KhurdNew Delhi,3 BHK Independent House for sale in Razapur Khurd New Delhi,40.0 L,Mohan Garden Razapur KhurdNew Delhi,900,4440,3,Yes
Sant Nagar BurariNew Delhi,3 BHK Independent House for sale in Burari New Delhi,52.0 L,Sant Nagar BurariNew Delhi,585,8890,2,No
Classic Apartment,5 BHK Flat for sale in Sector 12 Dwarka New Delhi,6.5 Cr,Sector 12 Dwarka New Delhi,4500,14440,5,Yes
West Shalimar Bagh Shalimar BaghNew Delhi,6 BHK Flat for sale in Shalimar Bagh New Delhi,1.8 Cr,West Shalimar Bagh Shalimar BaghNew Delhi,2000,9000,6,Yes
mansha apartmentNarela Mandi NarelaNew Delhi,1 BHK Flat for sale in Narela New Delhi,18.0 L,mansha apartmentNarela Mandi NarelaNew Delhi,580,3100,2,Yes
Taharpur Village Dilshad GardenNew Delhi,3 BHK Flat for sale in Dilshad Garden New Delhi,1.8 Cr,Taharpur Village Dilshad GardenNew Delhi,1400,12860,3,Yes
Sonia Vihar New Delhi,2 BHK Independent House for sale in Sonia Vihar New Delhi,17.0 L,Sonia Vihar New Delhi,270,6300,1,No
Shiva Enclave PitampuraNew Delhi,3 BHK Flat for sale in Pitampura New Delhi,1.05 Cr,Shiva Enclave PitampuraNew Delhi,1069,9820,3,Yes
MIG ApartmentsPhase 3 Ashok ViharNew Delhi,3 BHK Flat for sale in Ashok Vihar New Delhi,1.3 Cr,MIG ApartmentsPhase 3 Ashok ViharNew Delhi,1100,11820,3,Yes
Madhu Vihar New Delhi,2 BHK Independent House for sale in Madhu Vihar New Delhi,75.0 L,Madhu Vihar New Delhi,445,16850,2,No
Harijan colony DDA flats kalka jiKalkaji New Delhi,1 BHK Independent House for sale in Kalkaji New Delhi,70.0 L,Harijan colony DDA flats kalka jiKalkaji New Delhi,150,46670,1,No
anand bhawanManglapuri New Delhi,4 BHK Flat for sale in Manglapuri New Delhi,1.2 Cr,anand bhawanManglapuri New Delhi,2287,5250,4,Yes
anand bhawanManglapuri New Delhi,4 BHK Flat for sale in Manglapuri New Delhi,1.4 Cr,anand bhawanManglapuri New Delhi,2287,6120,4,Yes
Bakkarwala New Delhi,1 BHK Independent House for sale in Bakkarwala New Delhi,10.0 L,Bakkarwala New Delhi,225,4440,1,Yes
Rajiv Nagar MandoliNew Delhi,3 BHK Independent House for sale in Mandoli New Delhi,90.0 L,Rajiv Nagar MandoliNew Delhi,900,10000,3,Yes
DDA Janta Flats,1 BHK Flat for sale in Sector 17 Rohini New Delhi,19.99 L,Sector 17 Rohini New Delhi,280,7140,1,No
Uttar Pitampura Dakshini Pitampura PitampuraNew Delhi,2 BHK Flat for sale in Pitampura New Delhi,70.0 L,Uttar Pitampura Dakshini Pitampura PitampuraNew Delhi,700,10000,2,Yes
Airforce Residential Quarters TughlakabadNew Delhi,2 BHK Independent House for sale in Tughlakabad New Delhi,74.0 L,Airforce Residential Quarters TughlakabadNew Delhi,1500,4930,3,No
Narela Mandi NarelaNew Delhi,5 BHK Independent House for sale in Narela New Delhi,1.5 Cr,Narela Mandi NarelaNew Delhi,2400,6250,4,Yes
Ashoka Enclave,2 BHK Flat for sale in Paschim Vihar New Delhi,75.0 L,RBI colony Paschim ViharNew Delhi,700,10710,2,No
Rohitash Nagar East ShahdaraNew Delhi,7 BHK Independent House for sale in Shahdara New Delhi,1.6 Cr,Rohitash Nagar East ShahdaraNew Delhi,2700,5920,4,Yes
Block F Inder PuriNew Delhi,4 BHK Flat for sale in Inder Puri New Delhi,2.0 Cr,Block F Inder PuriNew Delhi,2250,8890,4,Yes
Pocket A Jhilmil ColonyNew Delhi,2 BHK Flat for sale in Jhilmil Colony New Delhi,1.0 Cr,Pocket A Jhilmil ColonyNew Delhi,900,11110,3,No
Budh Vihar Phase II Budh ViharNew Delhi,2 BHK Independent House for sale in Budh Vihar New Delhi,30.0 L,Budh Vihar Phase II Budh ViharNew Delhi,713,4210,2,Yes
DDA RWA East Of Kailash DDA Flats,2 BHK Flat for sale in East Of Kailash New Delhi,95.0 L,Kailash Hills East Of KailashNew Delhi,900,10550,3,No
Everest appartment Kalkaji Extension Kalkaji Extension New Delhi,2 BHK Flat for sale in Kalkaji Extension New Delhi,70.0 L,Everest appartment Kalkaji Extension Kalkaji Extension New Delhi,950,7370,3,No
Devli Sangam ViharNew Delhi,1 BHK Independent House for sale in Sangam Vihar New Delhi,16.0 L,Devli Sangam ViharNew Delhi,222,7210,1,Yes
Panchwati Apartment,8 BHK Flat for sale in Vikaspuri New Delhi,4.0 Cr,Panchvati Apartment VikaspuriNew Delhi,4000,10000,5,Yes
Gautam Nagar New Delhi,3 BHK Independent House for sale in Gautam Nagar New Delhi,1.4 Cr,Gautam Nagar New Delhi,1070,13080,3,Yes
DDA Mig,2 BHK Flat for sale in Sector 24 Dwarka New Delhi,74.0 L,Sector 24 Dwarka New Delhi,1300,5690,3,Yes
Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,4 BHK Flat for sale in Mahavir Enclave New Delhi,80.0 L,Mahavir Enclave Part 1 Mahavir EnclaveNew Delhi,1350,5920,3,Yes
DDA Flats,1 BHK Flat for sale in Sector 35 Rohini New Delhi,16.0 L,Sector 35 Rohini New Delhi,366,4370,1,No
New Seelampur ShahdaraNew Delhi,5 BHK Independent House for sale in Shahdara New Delhi,80.0 L,New Seelampur ShahdaraNew Delhi,450,17780,2,No
