Name,Property_Title,Price_InLakhs,Location,Total_Area,Price_per_SQFT,Baths,Balcony,Typeof_flat,City,Price_Growth
Part 1 Mayur ViharNew Delhi,1 BHK Independent House for sale in Mayur Vihar New Delhi,20,Part 1 Mayur ViharNew Delhi,320,6250,1,1,1 BHK,Delhi,22.52
Kamp Dwarka ConventionSector 28 Dwarka New Delhi,1 BHK Flat for sale in Sector 28 Dwarka New Delhi,33,Kamp Dwarka ConventionSector 28 Dwarka New Delhi,425,7760,2,0,1 BHK,Delhi,36.76
Kamp Dwarka ConventionSector 28 Dwarka New Delhi,1 BHK Flat for sale in Sector 28 Dwarka New Delhi,33,Kamp Dwarka ConventionSector 28 Dwarka New Delhi,425,7760,2,0,1 BHK,Delhi,37.18
Kamp Dwarka ConventionSector 28 Dwarka New Delhi,1 BHK Flat for sale in Sector 28 Dwarka New Delhi,33,Kamp Dwarka ConventionSector 28 Dwarka New Delhi,425,7760,2,0,1 BHK,Delhi,36.63
Sonia Vihar Extension Sonia ViharNew Delhi,2 BHK Independent House for sale in Sonia Vihar New Delhi,17,Sonia Vihar Extension Sonia ViharNew Delhi,500,3400,2,0,2 BHK,Delhi,20.31
Mehrauli New Delhi,2 BHK Independent House for sale in Mehrauli New Delhi,30,Mehrauli New Delhi,350,8570,1,0,2 BHK,Delhi,35.85
Gandhi nagar delhi Silampur ShahdaraNew Delhi,5 BHK Independent House for sale in Shahdara New Delhi,300,Gandhi nagar delhi Silampur ShahdaraNew Delhi,1080,27780,3,0,5 BHK,Delhi,349.54
DDA Tara Apartments,3 BHK Flat for sale in Alaknanda New Delhi,190,Alaknanda New Delhi,1900,10000,3,1,3 BHK,Delhi,219.72
JJ Colony No 2 NangloiNew Delhi,2 BHK Flat for sale in Nangloi New Delhi,15,JJ Colony No 2 NangloiNew Delhi,1100,1360,3,1,2 BHK,Delhi,16.82
Block G Vinod Nagar EastNew Delhi,2 RK Independent House for sale in Vinod Nagar East New Delhi,120,Block G Vinod Nagar EastNew Delhi,450,26670,2,0,2 RK,Delhi,141.24
Narela Mandi NarelaNew Delhi,10 BHK Independent House for sale in Narela New Delhi,65,Narela Mandi NarelaNew Delhi,2160,3010,4,1,10 BHK,Delhi,75.74
Nai Basti Lado SaraiNew Delhi,2 BHK Flat for sale in Lado Sarai New Delhi,70,Nai Basti Lado SaraiNew Delhi,720,9720,2,1,2 BHK,Delhi,82.22
Badiwala Kua MehrauliNew Delhi,1 BHK Independent House for sale in Mehrauli New Delhi,30,Badiwala Kua MehrauliNew Delhi,350,8570,1,1,1 BHK,Delhi,33.75
Shastri Nagar New Delhi,2 BHK Flat for sale in Shastri Nagar New Delhi,25,Shastri Nagar New Delhi,450,5550,2,1,2 BHK,Delhi,28.26
Sonia Vihar Extension Sonia ViharNew Delhi,2 BHK Independent House for sale in Sonia Vihar New Delhi,17,Sonia Vihar Extension Sonia ViharNew Delhi,600,2830,2,0,2 BHK,Delhi,20.21
Unique Apartments,2 BHK Flat for sale in Dilshad Garden New Delhi,70,Dilshad Colony New Simapuri Dilshad GardenNew Delhi,800,8750,1,1,2 BHK,Delhi,83.04
Building Shiv Vihar Karawal NagarNew Delhi,2 BHK Independent House for sale in Karawal Nagar New Delhi,11,Building Shiv Vihar Karawal NagarNew Delhi,361,3050,1,0,2 BHK,Delhi,12.82
Keshav Puram Tri NagarNew Delhi,7 BHK Independent House for sale in Tri Nagar New Delhi,325,Keshav Puram Tri NagarNew Delhi,1800,18050,3,1,7 BHK,Delhi,375.37
MIG FlatsShastri Nagar New Delhi,2 BHK Flat for sale in Shastri Nagar New Delhi,600,MIG FlatsShastri Nagar New Delhi,1800,33330,3,1,2 BHK,Delhi,711.17
Qutub Vihar I Qutub ViharNew Delhi,2 BHK Independent House for sale in Qutub Vihar New Delhi,60,Qutub Vihar I Qutub ViharNew Delhi,900,6670,3,1,2 BHK,Delhi,70.06
Dharampura NajafgarhNew Delhi,10 BHK Independent House for sale in Najafgarh New Delhi,125,Dharampura NajafgarhNew Delhi,2700,4630,4,1,10 BHK,Delhi,149.86
Rani Garden Geeta ColonyNew Delhi,5 BHK Independent House for sale in Geeta Colony New Delhi,65,Rani Garden Geeta ColonyNew Delhi,1188,5470,3,1,5 BHK,Delhi,76.03
Onkar Nagar Tri NagarNew Delhi,6 BHK Independent House for sale in Tri Nagar New Delhi,325,Onkar Nagar Tri NagarNew Delhi,3600,9030,4,1,6 BHK,Delhi,358.78
Harsh vihar near sunday markerHarsh Vihar MandoliNew Delhi,2 BHK Independent House for sale in Mandoli New Delhi,16,Harsh vihar near sunday markerHarsh Vihar MandoliNew Delhi,200,8000,1,1,2 BHK,Delhi,18.87
Shanti Kunj Apartment,3 BHK Flat for sale in Paschim Vihar New Delhi,225,RBI colony Paschim ViharNew Delhi,1196,18810,3,1,3 BHK,Delhi,260.01
Sector 16B Dwarka New Delhi,1 RK Flat for sale in Sector 16B Dwarka New Delhi,29,Sector 16B Dwarka New Delhi,225,12890,1,1,1 RK,Delhi,34.56
Lg ApartmentGhitorni New Delhi,1 BHK Flat for sale in Ghitorni New Delhi,15,Lg ApartmentGhitorni New Delhi,450,3330,2,1,1 BHK,Delhi,17.55
Tuglakabad extensionTughlakabad Extension TughlakabadNew Delhi,2 BHK Flat for sale in Tughlakabad New Delhi,25,Tuglakabad extensionTughlakabad Extension TughlakabadNew Delhi,1000,2500,3,1,2 BHK,Delhi,28.34
Budh Vihar Phase II Budh ViharNew Delhi,2 BHK Independent House for sale in Budh Vihar New Delhi,75,Budh Vihar Phase II Budh ViharNew Delhi,503,14910,2,0,2 BHK,Delhi,83.49
Dr. Ambedkar Nagar MadangirNew Delhi,1 RK Flat for sale in Madangir New Delhi,9,Dr. Ambedkar Nagar MadangirNew Delhi,228,3950,1,1,1 RK,Delhi,10.61
Part 1 Rajinder NagarNew Delhi,2 BHK Flat for sale in Rajinder Nagar New Delhi,165,Part 1 Rajinder NagarNew Delhi,900,18330,3,0,2 BHK,Delhi,194.79
Phase 2 Sunlight ColonyNew Delhi,7 BHK Independent House for sale in Sunlight Colony New Delhi,77,Phase 2 Sunlight ColonyNew Delhi,385,20000,1,0,7 BHK,Delhi,91.68
Masjid Moth Village New Delhi,1 BHK Flat for sale in Masjid Moth Village New Delhi,25,Masjid Moth Village New Delhi,435,5750,2,0,1 BHK,Delhi,29.8
Block C Surajmal ViharNew Delhi,6 BHK Independent House for sale in Surajmal Vihar New Delhi,1000,Block C Surajmal ViharNew Delhi,3700,27030,2,1,6 BHK,Delhi,1195.81
B4 Block Safdarjung EnclaveNew Delhi,3 BHK Flat for sale in Safdarjung Enclave New Delhi,160,B4 Block Safdarjung EnclaveNew Delhi,1010,15840,3,0,3 BHK,Delhi,177.45
Creative Heights,1 BHK Flat for sale in Sector 25 Rohini New Delhi,31,Sector 25 Rohini New Delhi,520,5960,2,1,1 BHK,Delhi,35.27
Sector 3B Sector 3 RohiniNew Delhi,3 BHK Flat for sale in Sector 3 Rohini New Delhi,100,Sector 3B Sector 3 RohiniNew Delhi,1050,9520,3,1,3 BHK,Delhi,111.32
Nehru Vihar Mukherjee NagarNew Delhi,1 RK Flat for sale in Mukherjee Nagar New Delhi,18,Nehru Vihar Mukherjee NagarNew Delhi,225,8000,1,0,1 RK,Delhi,21.23
Block C Sector 17 RohiniNew Delhi,5 BHK Independent House for sale in Sector 17 Rohini New Delhi,65,Block C Sector 17 RohiniNew Delhi,150,43330,1,0,5 BHK,Delhi,76.06
Mayur Vihar Phase 3 New Delhi,2 BHK Flat for sale in Mayur Vihar Phase 3 New Delhi,60,Mayur Vihar Phase 3 New Delhi,1000,6000,3,0,2 BHK,Delhi,70.65
Pul Prahlad Pur New Delhi,2 BHK Flat for sale in Pul Prahlad Pur New Delhi,27,Pul Prahlad Pur New Delhi,650,4230,2,1,2 BHK,Delhi,32
Classic Apartment,5 BHK Flat for sale in Sector 12 Dwarka New Delhi,650,Sector 12 Dwarka New Delhi,4500,14440,5,1,5 BHK,Delhi,777.62
Shyam Vihar I NajafgarhNew Delhi,4 BHK Independent House for sale in Najafgarh New Delhi,70,Shyam Vihar I NajafgarhNew Delhi,800,8750,3,0,4 BHK,Delhi,77.87
NIrman Vihar Preet ViharNew Delhi,6 BHK Independent House for sale in Preet Vihar New Delhi,725,NIrman Vihar Preet ViharNew Delhi,2800,25890,4,1,6 BHK,Delhi,800.47
NIrman Vihar Preet ViharNew Delhi,6 BHK Independent House for sale in Preet Vihar New Delhi,750,NIrman Vihar Preet ViharNew Delhi,2800,26790,4,1,6 BHK,Delhi,890.8
East End Apartment,2 BHK Flat for sale in New Ashok Nagar New Delhi,95,Ashok Nagar Extension New Ashok NagarNew Delhi,1020,9310,3,1,2 BHK,Delhi,109.4
Ramesh Park Laxmi NagarNew Delhi,3 BHK Independent House for sale in Laxmi Nagar New Delhi,60,Ramesh Park Laxmi NagarNew Delhi,311,19290,1,1,3 BHK,Delhi,71.79
Bankner Village NarelaNew Delhi,5 BHK Independent House for sale in Narela New Delhi,40,Bankner Village NarelaNew Delhi,900,4440,3,1,5 BHK,Delhi,46.14
Shyam Samridhi,3 BHK Flat for sale in Mayur Vihar Phase 1 New Delhi,75,Mayur Vihar Phase 1 New Delhi,1200,6250,3,1,3 BHK,Delhi,85.73
Sector 5C Sector 5 RohiniNew Delhi,1 BHK Independent House for sale in Sector 5 Rohini New Delhi,75,Sector 5C Sector 5 RohiniNew Delhi,400,18750,2,0,1 BHK,Delhi,85.92
Dharampura NajafgarhNew Delhi,5 BHK Independent House for sale in Najafgarh New Delhi,60,Dharampura NajafgarhNew Delhi,990,6060,3,1,5 BHK,Delhi,68.95
Friends Apartments,3 BHK Flat for sale in Sector 9 Rohini New Delhi,160,Sector 9 Rohini New Delhi,1100,14540,3,1,3 BHK,Delhi,176.08
Mangalpuri I PalamNew Delhi,8 BHK Independent House for sale in Palam New Delhi,110,Mangalpuri I PalamNew Delhi,2232,4930,4,1,8 BHK,Delhi,128.6
Sonia Vihar Extension Sonia ViharNew Delhi,3 BHK Independent House for sale in Sonia Vihar New Delhi,27,Sonia Vihar Extension Sonia ViharNew Delhi,900,3000,3,0,3 BHK,Delhi,29.74
Mangalpuri I PalamNew Delhi,4 BHK Independent House for sale in Palam New Delhi,60,Mangalpuri I PalamNew Delhi,2232,2690,4,1,4 BHK,Delhi,67.03
Vivek Vihar New Delhi,2 BHK Independent House for sale in Vivek Vihar New Delhi,50,Vivek Vihar New Delhi,945,5290,3,0,2 BHK,Delhi,57.26
Mayur Vihar Phase 1 Extension Mayur Vihar Phase 1New Delhi,3 BHK Flat for sale in Mayur Vihar Phase 1 New Delhi,220,Mayur Vihar Phase 1 Extension Mayur Vihar Phase 1New Delhi,2450,8980,4,1,3 BHK,Delhi,249.91
Balbir Nagar Extension ShahdaraNew Delhi,3 BHK Independent House for sale in Shahdara New Delhi,98,Balbir Nagar Extension ShahdaraNew Delhi,1200,8170,3,1,3 BHK,Delhi,110.67
Malka Ganj New Delhi,1 RK Independent House for sale in Malka Ganj New Delhi,40,Malka Ganj New Delhi,600,6670,2,1,1 RK,Delhi,46.14
Chand Nagar Vishnu GardenNew Delhi,1 BHK Flat for sale in Vishnu Garden New Delhi,13,Chand Nagar Vishnu GardenNew Delhi,270,4810,1,0,1 BHK,Delhi,15.51
Krishna Nagar New Delhi,8 BHK Independent House for sale in Krishna Nagar New Delhi,125,Krishna Nagar New Delhi,900,13890,3,1,8 BHK,Delhi,138.04
DDA Flats,2 BHK Flat for sale in Mayur Vihar Phase 3 New Delhi,65,Gharoli Dairy Farm Mayur Vihar Phase 3New Delhi,699,9300,2,0,2 BHK,Delhi,71.97
DDA LIG Flats,1 BHK Flat for sale in Sector 34 Rohini New Delhi,14,Sector 34 Rohini New Delhi,297,4880,1,1,1 BHK,Delhi,15.82
Prem Nagar NajafgarhNew Delhi,8 BHK Independent House for sale in Najafgarh New Delhi,180,Prem Nagar NajafgarhNew Delhi,2120,8490,4,1,8 BHK,Delhi,204.77
Anand Parbat New Delhi,4 BHK Independent House for sale in Anand Parbat New Delhi,100,Anand Parbat New Delhi,2500,4000,4,1,4 BHK,Delhi,115.52
Block E Krishna NagarNew Delhi,2 BHK Independent House for sale in Krishna Nagar New Delhi,58,Block E Krishna NagarNew Delhi,900,6440,3,0,2 BHK,Delhi,64
Mangalpuri I PalamNew Delhi,9 BHK Independent House for sale in Palam New Delhi,125,Mangalpuri I PalamNew Delhi,1000,12500,3,1,9 BHK,Delhi,149.43
Block 5 Subhash NagarNew Delhi,1 BHK Flat for sale in Subhash Nagar New Delhi,26,Block 5 Subhash NagarNew Delhi,410,6460,2,0,1 BHK,Delhi,30.03
Moti Nagar New Delhi,2 BHK Flat for sale in Moti Nagar New Delhi,50,Moti Nagar New Delhi,720,6940,2,1,2 BHK,Delhi,59.9
Not AvailablePrem Nagar II Kirari Suleman NagarNew Delhi,2 BHK Flat for sale in Kirari Suleman Nagar New Delhi,25,Not AvailablePrem Nagar II Kirari Suleman NagarNew Delhi,550,4540,2,1,2 BHK,Delhi,29.23
Block E Jhilmil ColonyNew Delhi,2 BHK Flat for sale in Jhilmil Colony New Delhi,32,Block E Jhilmil ColonyNew Delhi,750,4270,2,0,2 BHK,Delhi,35.71
Anekant Apartment,3 BHK Flat for sale in Dallupura New Delhi,105,Dallupura New Delhi,1200,8750,3,0,3 BHK,Delhi,124.49
DDA LIG FLATS,1 BHK Flat for sale in Sector 34 Rohini New Delhi,22,Sector 34 Rohini New Delhi,366,6010,1,0,1 BHK,Delhi,26.19
ShadipurRanjeet Nagar New Delhi,3 BHK Flat for sale in Ranjeet Nagar New Delhi,33,ShadipurRanjeet Nagar New Delhi,713,4630,2,0,3 BHK,Delhi,39.17
Twin Gate AssociationModel Town New Delhi,3 BHK Flat for sale in Model Town New Delhi,25,Twin Gate AssociationModel Town New Delhi,1575,1590,3,0,3 BHK,Delhi,29.18
Yadav Nagar Samay PurNew Delhi,3 BHK Independent House for sale in Samay Pur New Delhi,60,Yadav Nagar Samay PurNew Delhi,558,10750,2,1,3 BHK,Delhi,68.62
Silver Oakwood Apartment,2 BHK Flat for sale in Mehrauli New Delhi,30,Mehrauli New Delhi,800,3750,1,1,2 BHK,Delhi,34.94
Rithala New Delhi,1 BHK Flat for sale in Rithala New Delhi,80,Rithala New Delhi,516,15500,2,0,1 BHK,Delhi,89.18
East End Apartment,4 BHK Flat for sale in New Ashok Nagar New Delhi,280,Ashok Nagar Extension New Ashok NagarNew Delhi,1650,16970,3,1,4 BHK,Delhi,314.45
Rithala New Delhi,1 BHK Flat for sale in Rithala New Delhi,8,Rithala New Delhi,516,1550,2,0,1 BHK,Delhi,8.91
Sector 22 Rohini New Delhi,3 BHK Independent House for sale in Sector 22 Rohini New Delhi,330,Sector 22 Rohini New Delhi,990,33330,3,1,3 BHK,Delhi,391.44
RWA Chanderpriya Apartments,3 BHK Flat for sale in Sector 8 Rohini New Delhi,150,Sector 8B Sector 8 RohiniNew Delhi,1800,8330,3,1,3 BHK,Delhi,173.1
Couner FlatsSector 16E Sector 16 RohiniNew Delhi,1 BHK Flat for sale in Sector 16 Rohini New Delhi,27,Couner FlatsSector 16E Sector 16 RohiniNew Delhi,270,10000,1,0,1 BHK,Delhi,31.34
Saroop Nagar BhalswaNew Delhi,1 BHK Independent House for sale in Bhalswa New Delhi,5,Saroop Nagar BhalswaNew Delhi,225,2440,1,0,1 BHK,Delhi,5.95
Sector 3B Sector 3 RohiniNew Delhi,2 BHK Independent House for sale in Sector 3 Rohini New Delhi,62,Sector 3B Sector 3 RohiniNew Delhi,350,17860,1,1,2 BHK,Delhi,69.72
Homes Designer Floors,3 BHK Independent House for sale in Hauz Khas New Delhi,1100,Jia Sarai Hauz KhasNew Delhi,3150,34920,6,1,3 BHK,Delhi,1254.14
Block E Krishna NagarNew Delhi,10 BHK Independent House for sale in Krishna Nagar New Delhi,170,Block E Krishna NagarNew Delhi,2000,8500,5,1,10 BHK,Delhi,195.68
Shivaji Enclave,2 BHK Flat for sale in Tagore Garden Extension New Delhi,70,Janta Colony Tagore Garden ExtensionNew Delhi,700,10000,2,0,2 BHK,Delhi,81.04
Platinum Enclave,2 BHK Flat for sale in Sector 18 Rohini New Delhi,150,Sector 18 Rohini New Delhi,1100,13640,3,1,2 BHK,Delhi,172.99
Sector 39 Rohini New Delhi,2 BHK Independent House for sale in Sector 39 Rohini New Delhi,35,Sector 39 Rohini New Delhi,450,7780,2,0,2 BHK,Delhi,40.27
Kalkaji New Delhi,1 BHK Flat for sale in Kalkaji New Delhi,30,Kalkaji New Delhi,450,6670,2,0,1 BHK,Delhi,35.62
Rwa motia khan Jhandewalan Extension Karol BaghNew Delhi,4 BHK Independent House for sale in Karol Bagh New Delhi,95,Rwa motia khan Jhandewalan Extension Karol BaghNew Delhi,900,10550,3,0,4 BHK,Delhi,105.33
Laxmi Nagar New Delhi,2 BHK Independent House for sale in Laxmi Nagar New Delhi,42,Laxmi Nagar New Delhi,500,8400,2,0,2 BHK,Delhi,48.25
Badarpur Village BadarpurNew Delhi,3 BHK Flat for sale in Badarpur New Delhi,24,Badarpur Village BadarpurNew Delhi,850,2820,3,1,3 BHK,Delhi,26.7
Shri Krishna residence welfare associationPhase 2 Sunlight ColonyNew Delhi,2 BHK Flat for sale in Sunlight Colony New Delhi,35,Shri Krishna residence welfare associationPhase 2 Sunlight ColonyNew Delhi,534,6550,2,0,2 BHK,Delhi,39.16
House No 4 Gautam Nagar New Delhi,1 BHK Flat for sale in Gautam Nagar New Delhi,35,House No 4 Gautam Nagar New Delhi,450,7780,2,1,1 BHK,Delhi,39.28
3169 gali sui wali Ram bazarOld Delhi New Delhi,3 BHK Independent House for sale in Old Delhi New Delhi,60,3169 gali sui wali Ram bazarOld Delhi New Delhi,700,8570,2,0,3 BHK,Delhi,67.71
Block E KalkajiNew Delhi,9 BHK Flat for sale in Kalkaji New Delhi,130,Block E KalkajiNew Delhi,2565,5070,4,1,9 BHK,Delhi,145.62
Ashutosh Apartment,1 BHK Flat for sale in Said-Ul-Ajaib New Delhi,20,Freedom Fighter Vihar Said-Ul-AjaibNew Delhi,500,4000,2,0,1 BHK,Delhi,22.77
Block C Sector 17 RohiniNew Delhi,2 BHK Independent House for sale in Sector 17 Rohini New Delhi,34,Block C Sector 17 RohiniNew Delhi,640,5310,2,0,2 BHK,Delhi,38.65
JJ Colony No 1 NangloiNew Delhi,2 BHK Independent House for sale in Nangloi New Delhi,16,JJ Colony No 1 NangloiNew Delhi,225,7330,1,1,2 BHK,Delhi,18.87
DDA LIG Flats,1 BHK Flat for sale in Sector 35 Rohini New Delhi,17,Sector 35 Rohini New Delhi,360,4720,1,0,1 BHK,Delhi,18.99
DDA Flats Part 1 Mayur ViharNew Delhi,1 BHK Flat for sale in Mayur Vihar New Delhi,24,DDA Flats Part 1 Mayur ViharNew Delhi,500,4800,2,0,1 BHK,Delhi,26.84
RWA Sant Nagar,1 BHK Flat for sale in Sant Nagar New Delhi,20,Sant Nagar New Delhi,400,5000,2,1,1 BHK,Delhi,23.61
Ramesh Park Laxmi NagarNew Delhi,2 BHK Independent House for sale in Laxmi Nagar New Delhi,28,Ramesh Park Laxmi NagarNew Delhi,200,14000,1,1,2 BHK,Delhi,31.47
Deepmala apartmentDevli Sangam ViharNew Delhi,2 BHK Flat for sale in Sangam Vihar New Delhi,45,Deepmala apartmentDevli Sangam ViharNew Delhi,630,7140,2,1,2 BHK,Delhi,50.87
Nangloi Extension NangloiNew Delhi,2 BHK Independent House for sale in Nangloi New Delhi,25,Nangloi Extension NangloiNew Delhi,400,6250,2,0,2 BHK,Delhi,28.98
Aya Nagar Extension Aya NagarNew Delhi,2 BHK Flat for sale in Aya Nagar New Delhi,19,Aya Nagar Extension Aya NagarNew Delhi,550,3450,2,1,2 BHK,Delhi,21.68
Bank Colony MandoliNew Delhi,3 BHK Independent House for sale in Mandoli New Delhi,85,Bank Colony MandoliNew Delhi,1500,5670,3,0,3 BHK,Delhi,99.82
CGHS Everest Apartment,7 BHK Flat for sale in Kalkaji New Delhi,115,Kalkaji New Delhi,2500,4600,4,1,7 BHK,Delhi,136.12
Shalimar Bagh New Delhi,3 BHK Independent House for sale in Shalimar Bagh New Delhi,1400,Shalimar Bagh New Delhi,5805,24120,5,1,3 BHK,Delhi,1544.2
Jhandewallan motia khanMultani Dhanda PaharganjNew Delhi,4 BHK Independent House for sale in Paharganj New Delhi,99,Jhandewallan motia khanMultani Dhanda PaharganjNew Delhi,900,11000,3,1,4 BHK,Delhi,116.15
Dda rohiniSector 3B Sector 3 RohiniNew Delhi,1 BHK Flat for sale in Sector 3 Rohini New Delhi,30,Dda rohiniSector 3B Sector 3 RohiniNew Delhi,285,10520,1,0,1 BHK,Delhi,34.05
DLF Capital Greens 1 and 2DLE Industrial Area Kirti NagarNew Delhi,3 BHK Flat for sale in Kirti Nagar New Delhi,300,DLF Capital Greens 1 and 2DLE Industrial Area Kirti NagarNew Delhi,1600,18750,3,1,3 BHK,Delhi,346.78
Hill View Apartment,3 BHK Flat for sale in Dera Mandi New Delhi,40,Dera Mandi New Delhi,1100,3640,3,1,3 BHK,Delhi,45.61
Keshav Puram Tri NagarNew Delhi,4 BHK Independent House for sale in Tri Nagar New Delhi,240,Keshav Puram Tri NagarNew Delhi,868,27650,3,0,4 BHK,Delhi,265.42
Sector 31 Rohini New Delhi,3 BHK Independent House for sale in Sector 31 Rohini New Delhi,30,Sector 31 Rohini New Delhi,1350,2220,3,0,3 BHK,Delhi,33.57
Khadda Colony JaitpurNew Delhi,3 BHK Flat for sale in Jaitpur New Delhi,20,Khadda Colony JaitpurNew Delhi,677,2950,2,0,3 BHK,Delhi,22.05
Pashupati Apartment,3 BHK Flat for sale in Paharganj New Delhi,85,Arya Nagar PaharganjNew Delhi,1200,7080,3,0,3 BHK,Delhi,96.79
Khera Khurd New Delhi,1 BHK Flat for sale in Khera Khurd New Delhi,12,Khera Khurd New Delhi,345,3480,1,1,1 BHK,Delhi,13.2
Old Rajinder Nagar Rajinder NagarNew Delhi,2 BHK Independent House for sale in Rajinder Nagar New Delhi,340,Old Rajinder Nagar Rajinder NagarNew Delhi,2007,16940,4,1,2 BHK,Delhi,386.07
Beadonpura Karol BaghNew Delhi,3 BHK Independent House for sale in Karol Bagh New Delhi,125,Beadonpura Karol BaghNew Delhi,1800,6940,3,1,3 BHK,Delhi,139.86
DDA Flats,2 BHK Flat for sale in Sukhdev Vihar New Delhi,120,Sukhdev Vihar New Delhi,1200,10000,3,0,2 BHK,Delhi,132.11
DDA Flats,1 BHK Flat for sale in Jahangirpuri New Delhi,17,Block C 4 JahangirpuriNew Delhi,500,3400,2,0,1 BHK,Delhi,19.39
Qutub Vihar I Qutub ViharNew Delhi,3 BHK Independent House for sale in Qutub Vihar New Delhi,19,Qutub Vihar I Qutub ViharNew Delhi,450,4220,2,0,3 BHK,Delhi,22.01
Sector 14 Rohini New Delhi,2 BHK Independent House for sale in Sector 14 Rohini New Delhi,120,Sector 14 Rohini New Delhi,754,15910,2,0,2 BHK,Delhi,134.15
New Sarup Nagar BhalswaNew Delhi,6 BHK Independent House for sale in Bhalswa New Delhi,65,New Sarup Nagar BhalswaNew Delhi,2200,2950,4,1,6 BHK,Delhi,77.38
Singh Govindpuri - 1,2 BHK Flat for sale in Govindpuri New Delhi,23,Govindpuri New Delhi,450,5220,2,0,2 BHK,Delhi,25.65
Naraina Village NarainaNew Delhi,4 BHK Independent House for sale in Naraina New Delhi,125,Naraina Village NarainaNew Delhi,1800,6940,3,1,4 BHK,Delhi,143.75
DDA Mig,2 BHK Flat for sale in Mayur Vihar Phase 3 New Delhi,79,New Kondli Mayur Vihar Phase 3New Delhi,1100,7180,3,0,2 BHK,Delhi,91.46
Sector 4 Rohini New Delhi,1 RK Flat for sale in Sector 4 Rohini New Delhi,15,Sector 4 Rohini New Delhi,300,5000,1,0,1 RK,Delhi,17.56
Prem Nagar NajafgarhNew Delhi,4 BHK Independent House for sale in Najafgarh New Delhi,31,Prem Nagar NajafgarhNew Delhi,900,3440,3,0,4 BHK,Delhi,34.86
Krishna Apartment Deoli Gaon Nai Basti KhanpurNew Delhi,2 BHK Independent House for sale in Khanpur New Delhi,24,Krishna Apartment Deoli Gaon Nai Basti KhanpurNew Delhi,675,3630,2,0,2 BHK,Delhi,27.41
Sector 25 Rohini New Delhi,1 BHK Independent House for sale in Sector 25 Rohini New Delhi,75,Sector 25 Rohini New Delhi,250,30000,1,1,1 BHK,Delhi,88.95
JJ Colony No 2 NangloiNew Delhi,6 BHK Independent House for sale in Nangloi New Delhi,70,JJ Colony No 2 NangloiNew Delhi,624,11220,2,1,6 BHK,Delhi,78.53
Upvan apartmentsRohini Sector 28  New Delhi,1 BHK Flat for sale in Rohini Sector 28  New Delhi,25,Upvan apartmentsRohini Sector 28  New Delhi,450,5550,2,1,1 BHK,Delhi,27.87
Gorav Nagar Kirari Suleman NagarNew Delhi,4 BHK Independent House for sale in Kirari Suleman Nagar New Delhi,35,Gorav Nagar Kirari Suleman NagarNew Delhi,420,8330,2,0,4 BHK,Delhi,41.73
Vishal Enclave Tagore Garden ExtensionNew Delhi,5 BHK Independent House for sale in Tagore Garden Extension New Delhi,48,Vishal Enclave Tagore Garden ExtensionNew Delhi,150,32000,1,1,5 BHK,Delhi,57.34
Dhul Siras New Delhi,1 BHK Independent House for sale in Dhul Siras New Delhi,400,Dhul Siras New Delhi,3500,11430,2,1,1 BHK,Delhi,463.05
Sector 25 Rohini New Delhi,5 BHK Independent House for sale in Sector 25 Rohini New Delhi,80,Sector 25 Rohini New Delhi,668,11980,2,0,5 BHK,Delhi,88.63
Sector 22 Rohini New Delhi,3 BHK Independent House for sale in Sector 22 Rohini New Delhi,50,Sector 22 Rohini New Delhi,1500,3330,3,1,3 BHK,Delhi,55.03
DDA Flats Dilshad Garden Taharpur Village Dilshad GardenNew Delhi,2 BHK Independent House for sale in Dilshad Garden New Delhi,45,DDA Flats Dilshad Garden Taharpur Village Dilshad GardenNew Delhi,900,5000,3,1,2 BHK,Delhi,53.44
